,case_id,activity,participant,cpoint,length
77,303,"[111, 82, 82, 179, 179, 179, 179, 82, 82, 179, 82, 82, 82, 82, 82, 179, 179, 82, 82, 179, 179, 179, 50, 82, 82, 179, 179, 82, 82, 82, 82, 82, 82, 50, 50, 2, 5, 6, 1, 75, 77, 76, 76, 4, 3, 1, 2, 5, 50, 0, 4, 75, 76, 75, 77, 210, 202, 202, 287, 287, 287, 287, 287, 287, 287, 287, 287, 198, 209, 198, 203, 258, 202, 200, 203, 258, 258, 200, 203, 348, 287, 287, 287, 199, 258, 201, 203, 198, 198, 282, 283, 284, 283, 284, 854, 803, 802, 805, 806, 802, 802, 854, 882, 882, 939, 854, 854, 801, 806, 804, 853, 805, 803, 802, 895, 882, 933, 871, 1163, 366, 360, 362, 360, 361, 364, 359, 412, 412, 363, 483, 427, 1161, 1161, 1161, 571, 571, 571, 547, 510, 518, 508, 509, 509, 510, 510, 508, 509, 510, 509, 512, 512, 513, 513, 507, 575, 598, 650, 598, 598, 1165, 1163, 1163, 674, 670, 669, 674, 721, 669, 671, 673, 672, 673, 673, 726, 793, 748, 793, 748, 793, 793, 748, 748, 701, 672, 671, 671, 671, 670, 782, 734, 748, 736, 1163, 1166, 1163, 854, 803, 803, 802, 803, 815, 854, 812, 805, 809, 806, 801, 807, 802, 802, 805, 806, 804, 807, 801, 801, 801, 804, 879, 880, 877, 933, 882, 1158, 1162, 1162, 1159, 2, 2, 5, 6, 5, 5, 2, 2, 15, 16, 34, 16, 179, 82, 82, 179, 179, 82, 82, 179, 179, 5, 2, 16, 6, 6, 1, 3, 3, 1, 82, 82, 258, 225, 202, 202, 225, 225, 279, 279, 198, 50, 50, 5, 1, 50, 179, 55, 55, 82, 82, 82, 82, 82, 82, 179, 82, 2, 82, 82, 50, 5, 55, 111, 110, 179, 82, 55, 88, 179, 2, 5, 88, 82, 50, 2, 50]",KP7-no,56,304
78,304,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 91, 82, 82, 82, 82, 82, 5, 6, 6, 17, 3, 3, 1, 4, 4, 3, 32, 3, 3, 72, 182, 77, 77, 75, 77, 77, 74, 73, 74, 74, 75, 73, 74, 74, 74, 73, 50, 2, 76, 3, 3, 1, 6, 2, 2, 2, 50, 75, 116, 82, 82, 50, 3, 3, 1, 1, 248, 203, 281, 202, 198, 203, 258, 200, 201, 201, 199, 199, 282, 282, 283, 283, 571, 511, 511, 510, 509, 509, 512, 513, 513, 507, 507, 507, 508, 508, 598, 598, 598, 598, 594, 592, 593, 592, 722, 674, 670, 674, 669, 669, 673, 671, 671, 702, 671, 748, 748, 748, 748, 748, 744, 854, 802, 803, 805, 805, 806, 801, 801, 807, 807, 804, 804, 804, 802, 802, 802, 802, 803, 900, 882, 882, 882, 882, 882, 878, 879, 876, 877, 2, 5, 6, 1, 3, 3, 4, 2, 2, 2, 5, 5, 6, 1, 1, 8, 3, 3, 50, 4, 0, 182, 82, 82, 82, 82, 82, 287, 258, 202, 202, 198, 203, 198, 202, 198, 258, 200, 203, 201, 199, 257, 287, 287, 283, 412, 366, 366, 360, 362, 412, 359, 364, 366, 366, 359, 412, 359, 440, 440, 440, 412, 412, 407, 412, 408, 364, 440, 440, 440, 363, 365, 412, 360, 362, 366, 412, 412, 412, 412, 364, 364, 364, 364, 365, 359, 359, 365, 365, 440, 440, 440, 440, 360, 362, 360, 366, 366, 412, 407, 408, 361, 361, 360, 361, 412, 442, 440, 440, 440, 440, 440, 363, 363, 363, 365, 376, 498, 359, 359, 399, 359, 359, 408, 359, 359, 359, 359, 359, 359, 437, 438, 440, 440, 442, 490, 477, 487, 440, 488, 440, 428, 440, 440, 440, 571, 563, 511, 511, 510, 511, 564, 571, 571, 547, 547, 547, 511, 650, 598, 598, 571, 511, 649, 646, 659, 649, 649, 650, 598, 659, 598, 598, 598, 659, 571, 511, 649, 649, 598, 511, 511, 567, 571, 547, 571, 649, 598, 571, 539, 539, 511, 511, 539, 412, 379, 376, 380, 412, 384, 382, 382, 382, 363, 359, 359, 364, 359, 359, 359, 364, 364, 359, 498, 440, 440, 412, 408, 359, 408, 488, 412, 412, 382, 382, 412, 488, 488, 531, 527, 512, 512, 598, 598, 649, 659, 619, 649, 598, 498, 498, 440, 440, 457, 440, 440, 440, 418, 359, 412, 408, 408, 408, 400, 408, 364, 412, 364, 364, 373, 384, 384, 363, 412, 384, 384, 382, 412, 363, 363, 363, 418, 498, 440, 364, 364, 374, 412, 364, 363, 376, 383, 384, 382, 412, 359, 412, 364, 363, 381, 382, 412, 382, 382, 379, 412, 440, 440, 440, 382, 382, 384, 384, 571, 527, 571, 513, 537, 528, 513, 513, 512, 512, 513, 513, 571, 509, 598, 650, 659, 598, 598, 598, 512, 513, 513, 513, 571, 509, 598, 598, 598, 557, 513, 507, 509, 509, 510, 510, 520, 521, 521, 554, 554, 598, 568, 547, 547, 547, 547, 547, 571, 564, 538, 539, 521, 523, 510, 510, 521, 521, 523, 523, 510, 520, 510, 598, 520, 521, 521, 380, 384, 384, 374, 382, 382, 382, 359, 418, 488, 458, 487, 412, 412, 399, 365, 365, 359, 359, 359, 418, 440, 440, 412, 359, 365, 364, 359, 359, 359, 376, 412, 488, 498, 440, 498, 418, 412, 365, 400, 408, 408, 408, 408, 364, 412, 359, 359, 359, 487, 487, 498, 498, 440, 498, 498, 442, 418]",KP7-no,209,586
79,312,"[181, 82, 82, 82, 82, 181, 82, 181, 82, 181, 82, 50, 50, 4, 0, 0, 0, 38, 50, 6, 5, 76, 76, 75, 5, 571, 511, 571, 513, 512, 598, 598, 658, 658, 571, 510, 592, 722, 674, 670, 677, 671, 673, 673, 672, 741, 743, 854, 854, 805, 805, 854, 802, 803, 802, 806, 801, 807, 854, 875, 877, 877, 877, 806, 859, 882, 882, 882, 882, 940, 940, 940, 802, 802, 805, 854, 801, 807, 807, 804, 804, 882, 875, 742, 722, 674, 670, 669, 669, 673, 673, 672, 741, 741, 741, 669, 508, 571, 511, 515, 513, 513, 512, 571, 510, 589, 590, 360, 366, 361, 361, 359, 412, 365, 363, 364, 362, 366, 431, 431, 395, 360, 258, 258, 202, 198, 258, 258, 258, 203, 203, 349, 287, 287, 287, 287, 287, 287, 200, 200, 201, 201, 199, 258, 203, 277, 278, 203, 205, 336, 287, 287, 338, 337, 50, 2, 50, 3, 3, 4, 0, 0, 1, 50, 5, 5, 5, 6, 6, 6, 82, 181, 181, 56, 181, 181, 181, 181, 181, 5, 1, 2, 5, 6, 50, 5, 6, 50, 9, 11, 12, 16, 50, 50, 50, 6, 6, 6, 6, 6, 6, 6, 1, 82, 82, 181, 181, 82, 5, 5, 3, 3, 4, 11, 23, 50, 26, 11, 50, 20, 14, 20, 28, 4, 0, 1, 181, 181, 181, 82, 181, 50, 2, 2, 5, 6, 1, 74, 74, 74, 5, 50, 6, 74, 38, 6, 258, 258, 205, 198, 198, 202, 287, 349, 349, 349, 349, 287, 349, 258, 200, 201, 201, 199, 202, 202, 198, 332, 277, 258, 258, 198, 2, 5, 6, 1, 33, 4, 0, 74, 73, 6, 203, 258, 200, 201, 199, 258, 202, 279, 238, 412, 366, 362, 360, 412, 359, 359, 364, 363, 363, 365, 432, 432, 433, 412, 571, 571, 508, 571, 512, 507, 571, 509, 592, 551, 722, 673, 722, 674, 670, 669, 671, 672, 672, 742, 742, 743, 722, 854, 853, 805, 854, 802, 803, 803, 803, 854, 815, 803, 940, 940, 940, 885, 803, 803, 815, 854, 879, 879, 878, 854, 854, 981, 959, 971, 983, 1001, 1002, 1002, 958, 1109, 1104, 1108, 1122, 1121, 1121, 1121, 983, 958, 969, 1036, 994, 968, 1046, 1046, 1046, 1046, 952, 977, 968, 1003, 1002, 1004, 1032, 994, 1002, 1000, 999, 854, 803, 854, 827, 827, 813, 819, 854, 817, 823, 801, 854, 819, 814, 803, 876, 854, 827, 827, 854, 802, 812, 854, 854, 854, 854, 854, 815, 854, 872, 873, 803, 854, 803, 854, 829, 872, 872, 872, 872, 873, 928, 940, 940, 882, 940, 940, 940, 859, 859, 940, 898, 898, 940, 859, 854, 803, 803, 815, 854, 882, 940, 859, 940, 885, 885]",KP8-no,53,455
80,313,"[93, 82, 82, 82, 183, 183, 82, 183, 183, 183, 183, 183, 82, 1, 1, 3, 50, 0, 74, 73, 75, 74, 183, 287, 198, 198, 202, 202, 203, 203, 203, 203, 203, 203, 287, 287, 287, 287, 287, 351, 351, 287, 287, 287, 287, 203, 200, 287, 351, 351, 351, 351, 198, 200, 201, 201, 199, 199, 202, 198, 203, 205, 287, 287, 351, 351, 287, 287, 287, 203, 287, 287, 278, 279, 280, 279, 258, 258, 351, 337, 337, 278, 279, 258, 361, 361, 360, 362, 366, 366, 363, 364, 440, 440, 499, 412, 361, 361, 360, 360, 360, 362, 412, 364, 412, 365, 365, 360, 378, 412, 431, 431, 431, 5, 1, 1, 2, 6, 6, 3, 4, 0, 4, 0, 76, 76, 508, 571, 508, 563, 571, 546, 547, 510, 509, 571, 512, 513, 507, 507, 507, 592, 592, 591, 743, 722, 674, 674, 670, 670, 688, 722, 722, 688, 670, 722, 796, 722, 670, 671, 681, 672, 672, 672, 719, 722, 722, 722, 670, 796, 796, 796, 748, 748, 748, 796, 796, 796, 796, 748, 748, 748, 748, 748, 784, 748, 782, 782, 796, 763, 761, 729, 796, 796, 729, 772, 749, 749, 674, 670, 772, 749, 761]",KP8-no,148,203
81,317,"[82, 72, 82, 82, 82, 149, 179, 179, 179, 82, 82, 82, 179, 179, 179, 179, 179, 179, 179, 179, 2, 5, 5, 6, 2, 6, 6, 1, 3, 4, 32, 0, 74, 73, 74, 231, 198, 253, 203, 277, 278, 337, 254, 200, 201, 199, 199, 198, 198, 202, 202, 287, 348, 348, 287, 348, 348, 348, 287, 287, 287, 348, 348, 287, 348, 348, 348, 287, 287, 258, 198, 203, 200, 200, 201, 199, 202, 202, 225, 287, 279, 279, 287, 337, 332, 278, 280, 280, 496, 496, 412, 366, 360, 360, 361, 412, 364, 365, 365, 389, 432, 431, 431, 2, 2, 4, 44, 5, 82, 82, 179, 50, 3, 82, 179, 179, 179, 82, 82, 179, 179, 179, 5, 50, 159, 159, 110, 179, 179, 82, 179, 179, 179, 179, 50, 3, 3, 4, 0, 0, 6, 6, 1, 1, 6, 166, 73, 73, 73, 74, 5, 82, 168, 55, 82, 35, 74, 75, 76, 76, 77, 50, 50, 5, 39, 0, 36, 48, 50, 5, 166, 167, 167, 112, 179, 179, 179, 179, 179, 82, 82, 179, 82, 179, 5, 82, 179, 110, 82, 55, 5, 5, 5, 82, 55, 50, 5, 5, 34, 82, 112, 55, 82, 179, 88, 48]",KP8-no,49,206
82,318,"[82, 82, 82, 82, 82, 82, 182, 182, 182, 182, 182, 182, 182, 182, 182, 82, 182, 182, 182, 182, 82, 82, 82, 2, 5, 6, 1, 3, 50, 3, 3, 3, 0, 0, 166, 72, 72, 73, 48, 202, 258, 198, 203, 200, 199, 201, 279, 280, 254, 361, 412, 360, 362, 366, 359, 359, 412, 359, 440, 498, 498, 498, 498, 364, 412, 363, 364, 365, 359, 440, 498, 498, 498, 440, 498, 498, 498, 412, 364, 364, 360, 361, 360, 362, 359, 359, 432, 433, 511, 511, 511, 511, 511, 539, 539, 539, 568, 571, 571, 571, 571, 659, 659, 659, 659, 659, 659, 598, 598, 659, 659, 511, 511, 567, 510, 511, 590, 590, 591, 433, 408, 359, 359, 364, 359, 498, 498, 440, 440, 440, 498, 498, 364, 364, 359, 408, 400, 408, 364, 364, 498, 498, 498, 457, 418, 440, 498, 498, 498, 457, 498, 498, 457, 363, 359, 359, 359, 359, 418, 359, 487, 487, 457, 442, 442, 359, 359, 400, 407, 407, 359, 400]",KP8-no,88,172
83,326,"[89, 82, 82, 82, 82, 82, 82, 82, 181, 82, 82, 82, 82, 82, 82, 82, 82, 82, 2, 2, 5, 82, 82, 82, 6, 6, 6, 6, 6, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 5, 1, 2, 5, 50, 3, 50, 50, 82, 82, 82, 82, 82, 82, 50, 5, 6, 1, 6, 2, 29, 4, 3, 166, 73, 77, 76, 77, 78, 77, 76, 77, 77, 877, 854, 803, 802, 810, 854, 882, 928, 181, 5, 50, 6, 16, 50, 82, 82, 171, 15, 15, 50, 82, 50, 2, 2, 16, 815, 803, 940, 940, 882, 882, 854, 882, 898, 940, 882, 940, 882, 882, 803, 803, 882, 882, 882, 882, 82, 2, 2, 2, 5, 5, 6, 6, 6, 6, 6, 114, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 181, 82, 50, 50, 16, 5, 5, 1, 50, 26, 50, 50, 17, 33, 6, 50, 5, 1, 11, 11, 23, 23, 1, 6, 82, 181, 82, 82, 82, 31, 23, 1, 1, 49, 50, 23, 24, 1, 1, 82, 82, 171, 50, 854, 805, 805, 859, 882, 940, 859, 854, 815, 803, 854, 882, 940, 940, 882, 940, 882, 827, 854, 815, 928, 805, 23, 1, 6, 6, 56, 56, 113, 113, 113, 89, 89, 89, 48, 16, 50, 6, 6, 181, 150, 89, 181, 82, 82, 82, 82, 50]",KP9-no,82,239
84,327,"[183, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 183, 82, 183, 82, 82, 82, 82, 82, 2, 2, 5, 6, 1, 3, 4, 82, 183, 30, 2, 5, 73, 166, 73, 74, 278, 218, 198, 258, 202, 287, 287, 287, 287, 258, 203, 203, 258, 258, 203, 203, 203, 203, 351, 287, 287, 287, 287, 287, 287, 258, 200, 201, 199, 199, 201, 253, 255, 258, 227, 258, 215, 227, 255, 255, 258, 258, 258, 215, 219, 211, 258, 198, 308, 287, 351, 203, 198, 198, 200, 200, 201, 201, 199, 199, 278, 278, 287, 258, 6, 1, 50, 50, 4, 2, 2, 82, 281, 281, 412, 360, 360, 362, 366, 366, 361, 361, 361, 359, 364, 412, 412, 433, 433, 433, 435, 440, 591, 571, 571, 508, 513, 513, 512, 571, 512, 512, 571, 509, 510, 571, 568, 528, 593, 593, 592, 722, 669, 669, 674, 670, 688, 670, 722, 762, 748, 748, 748, 782, 738, 748, 748, 253, 258, 200, 258, 338, 258, 203, 258, 200, 203, 203, 287, 287, 287, 287, 203, 203, 351, 287, 287, 264, 264, 264, 309, 255, 258, 203, 215, 215, 215, 227, 227, 255, 287, 287, 340, 351, 287, 287, 287, 287, 287, 287, 287, 203, 203, 254, 255, 203, 215, 219, 219, 258, 258, 227, 785, 722, 715, 722, 674, 673, 722, 729, 748, 748, 785, 669, 722, 722, 722, 722, 722, 722, 684, 674, 674, 720, 718, 718, 763, 782, 782, 762, 796, 729, 748, 670, 688, 215, 227, 340, 226, 687, 785, 796, 796, 729, 722, 722, 692, 720, 719, 694, 722, 674, 722, 694, 694, 722, 722, 670, 729, 785, 748, 796, 796, 796, 748, 796, 748, 748, 670, 670, 688, 688, 684, 684, 692, 692, 698, 673, 695, 696, 686, 673, 673, 685, 686, 685, 686, 673, 699, 722, 700, 722, 722, 722, 672, 722, 682, 688, 688, 722, 722, 682, 694, 694, 694, 722, 672, 672, 682, 682, 722, 722, 796, 796, 763, 763, 722, 694, 694, 722, 722, 722, 748, 670, 674, 674, 674, 674, 674, 720, 716, 720, 722, 719, 672, 672, 722, 694, 671, 722, 673, 685, 686, 722, 693, 681, 748, 782, 748, 748, 683, 218, 215, 215, 258, 198, 219, 215, 215, 258, 258, 203, 203, 255, 309, 351, 264, 307, 264, 264, 287]",KP9-no,155,391
85,331,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 50, 50, 50, 50, 3, 29, 50, 50, 50, 0, 0, 79, 78, 77, 78, 77, 77, 76, 77, 79, 79, 79, 77, 1000, 981, 950, 952, 983, 983, 961, 955, 1045, 1004, 1004, 1004, 1004, 976, 983, 966, 983, 964, 958, 958, 1001, 1000, 951, 854, 805, 818, 809, 854, 801, 854, 804, 854, 802, 803, 877, 877, 877, 877, 674, 722, 670, 669, 671, 701, 673, 673, 742, 722, 722, 515, 511, 571, 571, 528, 512, 512, 571, 509, 509, 509, 509, 568, 546, 591, 546, 590, 591, 591, 371, 366, 360, 440, 440, 440, 440, 434, 432, 431, 431, 2, 5, 5, 1, 3, 3, 29, 50, 6, 6, 50, 2, 75, 75, 75, 74, 279, 258, 209, 202, 202, 287, 287, 287, 287, 287, 287, 348, 287, 287, 287, 258, 198, 203, 200, 201, 199, 199, 258, 202, 348, 287, 287, 277, 279, 280, 281, 281, 412, 412, 360, 366, 366, 366, 366, 412, 359, 387, 365, 363, 364, 397, 361, 360, 362, 434, 432, 431, 431, 412, 50, 2, 5, 6, 5, 82, 179, 55, 82, 82, 82, 82, 82, 82, 82, 82, 16, 50, 82, 82, 82, 82, 50, 50, 2, 15, 15, 44, 5, 82, 82, 172, 74, 82, 82, 82, 82, 171, 82, 75, 55, 75, 74, 412, 378, 377, 366, 360, 361, 362, 440, 416, 440, 496, 440, 440, 496, 440, 412, 412, 412, 363, 365, 361, 412, 412, 362, 367, 366, 412, 365, 365, 412, 440, 440, 440, 1167, 1167, 1167, 1168, 1167, 1181, 1183, 571, 518, 571, 571, 571, 528, 512, 512, 509, 510, 568, 546, 575, 601, 598, 1167, 1150, 1150, 683, 683, 670, 704, 748, 726, 748, 726, 748, 726, 1167, 1167, 1167, 1167, 1150, 1150, 258, 202, 258, 258, 225, 224, 258, 287, 287, 287, 287, 287, 287, 287, 287, 287, 224, 202, 258, 258, 211, 258, 211, 225, 258, 258, 258, 219, 287, 287, 287, 287, 287, 287, 258, 258, 219, 341, 341, 854, 854, 803, 805, 854, 806, 801, 854, 807, 882, 882, 882, 882, 882, 854, 801, 806, 805, 858, 882, 882, 1167, 1167, 1186, 1041, 983, 983, 1004, 1167, 1167, 1167, 2, 2, 82, 82, 82, 82, 82, 82, 50, 2, 5, 5, 6, 5, 30, 50, 50, 5, 2, 2, 5, 82, 82, 82, 82, 179, 82, 82, 82, 82, 179, 82, 82, 50, 2, 2, 5, 82, 82, 179, 55, 82, 179, 82, 82, 55, 110, 55, 82, 179, 179, 287, 258, 198, 202, 202, 202, 258, 258, 258, 50, 82, 179, 88, 55, 110, 88, 179, 82, 82, 82, 82, 5, 5, 44, 44, 48, 6, 1, 88, 1, 12, 23, 12, 2, 16, 15, 179, 179, 110, 82]",KP9-no,131,460
86,332,"[182, 82, 82, 82, 82, 82, 82, 82, 182, 182, 82, 82, 82, 5, 50, 6, 50, 50, 4, 2, 82, 82, 82, 82, 82, 82, 82, 82, 82, 77, 77, 77, 77, 688, 722, 722, 673, 674, 680, 722, 722, 722, 743, 743, 854, 854, 809, 854, 806, 882, 882, 882, 801, 823, 854, 875, 875, 875, 433, 361, 412, 412, 412, 412, 359, 440, 440, 440, 440, 440, 440, 412, 365, 412, 412, 412, 412, 412, 367, 440, 440, 440, 440, 440, 440, 498, 406, 359, 498, 418, 440, 440, 498, 498, 498, 498, 498, 498, 412, 359, 440, 440, 440, 440, 440, 376, 365, 363, 412, 412, 412, 412, 367, 412, 412, 431, 440, 418, 440, 338, 203, 209, 258, 202, 258, 207, 258, 232, 199, 258, 202, 287, 287, 1180, 5, 50, 5, 50, 50, 50, 50, 4, 50, 182, 82, 182, 82, 440, 440, 440, 435, 434, 487, 598, 598, 571, 538, 571, 511, 598, 598, 659, 598, 598, 598, 598, 571, 511, 511, 659, 598, 659, 511, 538, 511, 511, 511, 598, 598, 598, 598, 659, 598, 577, 577, 598, 568, 571, 571, 571, 549, 571, 598, 598, 598, 598, 571, 508, 510, 510, 509, 598, 659, 571, 598, 412, 412, 418, 440, 498, 440, 440, 440, 440, 412, 372, 412, 360, 412, 362, 412, 359, 359, 412, 408, 361, 412, 412, 378, 440, 418, 440, 488, 440, 412, 378, 378, 378, 571, 539, 598, 649, 571, 511, 577, 598, 598, 598, 659, 598, 598, 650, 650, 513, 513, 512, 528, 524, 571, 511, 571, 568, 511, 539, 577, 539, 378, 372, 360, 360, 376, 359, 361, 361, 360, 362, 412, 411, 409, 360, 440, 440, 440, 412, 359, 440, 440, 440, 440, 440, 440, 365, 359, 412, 399, 412, 377, 378, 372, 378, 372, 440, 440, 488, 488, 412, 458, 418, 571, 568, 539, 539, 539, 511, 659, 598, 659, 598, 598, 598, 598, 598, 598, 659, 659, 598, 659, 659, 659, 659, 659, 659, 571, 511, 511, 511, 571, 539, 525, 539, 525, 535, 598, 525, 539, 510, 538, 577, 360, 412, 376, 376, 412, 412, 412, 378, 372, 440, 442, 488, 488, 498, 418, 440, 440, 440, 487, 440, 487, 440, 418, 440, 440, 440, 457, 418, 418]",KP9-no,158,377
87,340,"[89, 82, 181, 82, 82, 82, 82, 82, 82, 82, 82, 82, 181, 82, 82, 82, 82, 82, 181, 82, 82, 181, 181, 82, 82, 82, 181, 181, 82, 181, 181, 181, 181, 82, 181, 181, 181, 181, 181, 82, 181, 181, 181, 82, 82, 181, 82, 181, 181, 181, 50, 2, 5, 5, 6, 1, 6, 6, 6, 56, 82, 181, 82, 82, 181, 82, 181, 5, 5, 50, 5, 5, 1, 1, 3, 3, 2, 113, 114, 113, 114, 50, 4, 4, 3, 0, 50, 5, 50, 12, 23, 23, 12, 1, 56, 181, 82, 82, 181, 82, 82, 82, 82, 181, 82, 82, 82, 82, 1, 1, 5, 5, 5, 1, 1, 6, 16, 2, 2, 50, 50, 3, 74, 75, 77, 78, 79, 77, 76, 77, 76, 75, 74, 74, 75, 73, 80, 80, 79, 78, 79, 877, 854, 802, 805, 803, 803, 803, 815, 803, 873, 814, 872, 5, 6, 2, 16, 6, 11, 11, 23, 50, 1, 1, 6, 5, 8, 3, 5, 6, 6, 6, 11, 11, 24, 2, 6, 1, 31, 1, 56, 181, 181, 82, 82, 82, 56, 114, 114, 56, 114, 1, 23, 50, 23, 31, 1, 2, 50, 6, 15, 16, 1, 23, 24, 82, 181, 82, 82, 82, 56, 181, 181, 82, 82, 181, 82, 181, 82, 181, 82, 181, 82, 82, 82, 1, 1, 6, 6, 6, 1, 89, 89, 1, 1, 82, 82, 82, 82]",SP1-no,145,239
88,341,"[93, 183, 82, 82, 183, 82, 82, 82, 183, 183, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 183, 82, 183, 82, 82, 82, 82, 82, 82, 183, 183, 183, 183, 183, 183, 183, 82, 82, 183, 183, 82, 76, 77, 77, 78, 78, 76, 77, 77, 743, 748, 785, 748, 722, 722, 669, 673, 671, 672, 674, 674, 748, 748, 748, 748, 722, 671, 670, 670, 741, 670, 670, 670, 688, 674, 669, 673, 675, 670, 796, 748, 748, 748, 748, 722, 688, 675, 748, 748, 796, 722, 672, 742, 742, 722, 688, 722, 688, 740, 742, 743, 742, 748, 741, 796, 796, 748, 748, 748, 748, 748, 796, 748, 796, 740, 739, 279, 198, 198, 203, 203, 203, 258, 215, 227, 233, 203, 254, 255, 255, 226, 227, 264, 307, 309, 351, 258, 258, 227, 351, 287, 215, 227, 291, 291, 203, 214, 215, 258, 258, 215, 264, 258, 258, 215, 307, 264, 287, 287, 340, 287, 287, 287, 287, 307, 351, 683, 674, 722, 684, 688, 722, 693, 722, 670, 688, 670, 670, 722, 763, 761, 351, 264, 287, 351, 351, 287, 329, 329, 287, 351, 287, 264, 329, 329]",SP1-no,124,200
89,345,"[88, 179, 82, 82, 82, 82, 82, 82, 82, 179, 82, 82, 82, 179, 82, 82, 82, 82, 179, 179, 179, 179, 179, 179, 75, 74, 75, 73, 72, 74, 82, 74, 74, 179, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 179, 82, 179, 149, 82, 5, 5, 2, 2, 1, 6, 1, 5, 5, 15, 16, 30, 5, 50, 179, 82, 179, 82, 15, 15, 16, 2, 2, 16, 44, 48, 30, 74, 74, 74, 179, 82, 82, 82, 82, 73, 2, 37, 2, 6, 25, 3, 4, 4, 0, 0, 50, 6, 74, 74, 74, 73, 73, 179, 82, 82, 258, 224, 202, 202, 225, 225, 202, 198, 211, 225, 202, 225, 257, 258, 217, 281, 337, 336, 50, 15, 16, 5, 6, 6, 5, 2, 30, 2, 167, 82, 82, 287, 224, 225, 202, 225, 202, 202, 225, 211, 198, 211, 198, 201, 234, 212, 216, 199, 258, 222, 222, 258, 211, 219, 218, 219, 337, 287, 336, 202, 202, 225, 219, 215, 215, 227, 258, 198, 198, 299, 287, 287, 287, 287, 287, 202, 202, 287, 287, 287, 287, 336, 277, 258, 219, 16, 2, 167, 258, 227, 215, 255, 221, 213, 213, 216, 201, 201, 199, 222, 223, 229, 199, 199, 201, 201, 201, 201, 201, 201, 201, 199, 228, 281, 280, 279, 279, 279, 281, 279, 278, 287, 337, 336, 279, 277, 336, 336, 336, 278, 72, 50, 16, 30, 5, 179, 50, 5, 2, 3, 13, 18, 14, 21, 22, 21, 20, 73, 13, 50, 50, 21, 74, 82, 82, 258, 258, 258, 225, 224, 258, 300, 261, 258, 202, 225, 204, 202, 348, 348, 348, 202, 225, 225, 204, 225, 225, 261, 348, 287, 287, 287, 287, 287, 300, 298, 298, 204, 225, 224, 348, 287, 287, 287, 287, 287, 348, 287, 287, 287, 287, 258, 258, 202, 278, 337, 337, 224, 225, 258, 225, 287, 348, 277, 82, 82, 22, 0, 14, 159, 167, 261, 258, 225, 348, 348, 261, 288, 261, 258, 198, 348, 348, 327, 288, 288]",SP1-no,110,344
90,346,"[57, 57, 116, 82, 82, 182, 182, 82, 82, 57, 182, 82, 182, 182, 182, 182, 82, 182, 82, 82, 82, 182, 82, 116, 182, 182, 50, 2, 6, 6, 1, 3, 3, 50, 4, 0, 57, 182, 50, 4, 3, 50, 5, 75, 75, 75, 76, 75, 76, 76, 74, 74, 77, 77, 77, 77, 76, 76, 75, 77, 76, 76, 76, 75, 279, 279, 202, 202, 202, 198, 203, 200, 201, 201, 199, 287, 350, 287, 287, 201, 199, 250, 200, 203, 202, 202, 279, 281, 279, 281, 433, 412, 360, 360, 366, 362, 362, 360, 361, 359, 359, 359, 364, 363, 365, 359, 359, 408, 408, 361, 361, 407, 408, 361, 359, 359, 407, 400, 412, 364, 363, 365, 376, 375, 418, 498, 498, 440, 498, 440, 498, 498, 406, 365, 359, 406, 359, 412, 366, 366, 412, 359, 365, 359, 440, 440, 486, 486, 434, 435, 435, 433, 498, 440, 498, 440, 440, 440, 498, 412, 434, 433, 433, 433, 433, 433, 432, 440, 486, 487, 487, 440, 487, 440, 440, 440, 440, 440, 498, 440, 412, 366, 360, 362, 361, 359, 365, 365, 363, 363, 433, 434, 511, 511, 511, 571, 564, 568, 547, 546, 547, 547, 547, 547, 598, 649, 571, 547, 568, 598, 659, 598, 598, 598, 598, 598, 598, 598, 598, 568, 546, 547, 547, 598, 649, 598, 412, 359, 399, 408, 359, 364, 364, 364, 364, 364, 364, 364, 364, 412, 375, 440, 488, 412, 364, 364, 364, 567, 546, 547, 547, 547, 546, 568, 571, 511, 571, 511, 564, 568, 649, 568, 571, 546, 649, 598, 659, 598, 598, 659, 577, 659, 659, 659, 659, 650, 650, 659, 511, 564, 546, 659, 621, 621, 577, 546, 621, 440, 364, 364, 364, 373, 374, 364, 359, 418, 440, 418, 498, 577, 621, 598, 659, 598, 598, 598, 598, 602, 659]",SP1-no,192,309
