,case_id,activity,participant,cpoint,length
41,154,"[76, 82, 106, 106, 104, 52, 105, 105, 52, 52, 177, 52, 52, 105, 52, 52, 52, 177, 52, 52, 177, 177, 177, 82, 177, 177, 177, 177, 104, 104, 52, 105, 105, 52, 177, 52, 177, 177, 52, 177, 177, 177, 52, 177, 5, 1, 177, 177, 77, 77, 78, 77, 77, 77, 77, 571, 511, 510, 567, 571, 573, 656, 571, 513, 513, 512, 512, 656, 656, 573, 573, 656, 656, 513, 513, 513, 513, 513, 513, 560, 571, 570, 512, 571, 656, 656, 598, 656, 656, 656, 656, 656, 573, 611, 573, 613, 600]",KP2-no,65,97
42,160,"[82, 103, 175, 51, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 103, 175, 175, 51, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 103, 101, 101, 75, 76, 76, 75, 76, 76, 77, 76, 76, 76, 77, 77, 79, 78, 76, 433, 412, 361, 412, 359, 364, 412, 359, 359, 493, 493, 493, 493, 493, 493, 493, 493, 359, 359, 365, 363, 361, 361, 361, 361, 361, 493, 493, 493, 493, 493, 493, 493, 397, 360, 360, 360, 412, 360, 447, 440, 440, 493, 493, 413, 449, 447, 493, 493, 493, 493, 493, 493, 440, 440, 493, 440, 440, 493, 493, 493, 360, 360, 362, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 449, 449, 447, 493, 493, 413, 447, 412, 361, 362, 360, 360, 361, 360, 360, 361, 360, 441, 440, 447, 440, 447, 441, 397]",KP2-no,98,168
43,161,"[86, 108, 178, 178, 107, 109, 53, 107, 178, 178, 53, 178, 178, 82, 178, 178, 178, 178, 178, 82, 178, 148, 53, 178, 107, 53, 178, 108, 53, 53, 178, 178, 108, 178, 108, 77, 79, 80, 79, 833, 805, 805, 806, 806, 938, 938, 938, 857, 938, 938, 938, 938, 938, 806, 805, 801, 801, 801, 801, 801, 806, 854, 801, 917, 938, 938, 938, 938, 892, 892, 857, 882, 857, 857, 857, 917, 883, 938, 883, 882]",KP2-no,55,80
44,162,"[82, 67, 195, 100, 67, 145, 145, 82, 145, 67, 158, 145, 195, 145, 82, 143, 67, 144, 67, 67, 67, 67, 67, 195, 195, 195, 195, 195, 195, 158, 195, 145, 67, 143, 195, 195, 144, 195, 67, 67, 195, 143, 67, 195, 195, 195, 195, 195, 195, 195, 67, 195, 195, 195, 195, 195, 82, 195, 195, 158, 67, 67, 67, 74, 76, 76, 75, 77, 76, 76, 77, 77, 77, 77, 77, 76, 76, 78, 75, 75, 75, 74, 74, 74, 75, 76, 75, 76, 76, 412, 366, 360, 360, 362, 364, 359, 365, 363, 432, 433, 287, 210, 198, 202, 203, 200, 258, 201, 199, 271, 358, 358, 358, 358, 358, 358, 287, 358, 358, 358, 358, 279, 279, 279, 5, 6, 6, 5, 1, 33, 4, 0, 2, 76, 77, 76, 77, 594, 511, 511, 508, 571, 507, 512, 571, 512, 509, 509, 510, 594, 594, 594, 854, 805, 806, 852, 852, 807, 804, 802, 803, 803, 802, 949, 867, 867, 949, 949, 949, 915, 867, 914, 867, 949, 867, 878, 674, 674, 670, 722, 673, 669, 671, 671, 700, 744, 748, 785, 786, 786, 748, 785, 799, 748, 785, 799, 775, 748, 785, 744, 745, 745, 745, 805, 854, 805, 802, 803, 854, 804, 807, 807, 801, 806, 877, 878, 595, 508, 508, 513, 513, 507, 512, 509, 510, 511, 592, 592, 409, 360, 366, 362, 364, 359, 412, 365, 363, 201, 200, 203, 203, 198, 202, 279, 48, 48, 2, 5, 1, 1, 50, 3, 50, 4, 0, 82, 170, 170, 722, 671, 669, 671, 733, 669, 669, 674, 670, 669, 669, 669, 669, 669, 799, 775, 799, 697, 722, 799, 799, 768, 799, 799, 799, 748, 733, 799, 799, 799, 733, 799, 733, 767, 733, 768, 733, 733, 722, 671, 671, 671, 733, 799, 733, 799, 799, 799, 799, 799, 799, 799, 690, 722, 722, 722, 722, 692, 698, 692, 669, 671, 669, 722, 671, 671, 753, 753, 733, 733, 733, 733, 722, 671, 799, 768, 799, 768, 768, 799, 722, 671, 671, 753, 753, 733, 767, 733, 767, 767, 768, 733, 733, 733, 799, 799, 733, 733, 753, 753, 669, 669, 722, 669, 753, 768]",KP2-no,182,364
45,168,"[82, 82, 82, 82, 105, 177, 177, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 19, 4, 4, 82, 177, 82, 82, 82, 50, 0, 4, 3, 73, 50, 6, 6, 1, 50, 50, 50, 76, 77, 76, 76, 593, 593, 571, 571, 512, 512, 592, 743, 743, 722, 722, 681, 673, 748, 748, 748, 748, 743, 743, 743, 743, 743, 722, 702, 701, 673, 673, 674, 674, 877, 879, 880, 851, 872, 875, 279, 258, 200, 258, 201, 258, 209, 198, 202, 279, 49, 3, 3, 1, 50, 4, 4, 0, 50, 82, 82, 82, 82, 82, 82, 82, 82, 82, 75, 75, 169, 166, 82, 82, 169, 650, 556, 511, 571, 513, 512, 512, 513, 513, 571, 571, 569, 570, 571, 513, 571, 560, 571, 513, 513, 571, 513, 512, 507, 598, 656, 656, 656, 656, 656, 638, 598, 598]",KP20-no,121,150
46,174,"[82, 82, 82, 82, 82, 82, 82, 3, 3, 8, 50, 6, 2, 2, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 50, 0, 4, 3, 48, 2, 2, 82, 82, 82, 82, 82, 82, 82, 82, 75, 75, 75, 75, 76, 77, 75, 75, 433, 412, 360, 360, 432, 493, 440, 493, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 412, 360, 412, 362, 361, 412, 361, 440, 440, 412, 360, 361, 361, 361, 361, 412, 493, 493, 493, 493, 412, 493, 493, 493, 440, 412, 412, 412, 493]",KP20-no,70,95
47,175,"[82, 178, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 75, 77, 78, 77, 78, 78, 77, 78, 77, 77, 78, 77, 178, 82, 82, 74, 75, 74, 74, 75, 78, 79, 79, 79, 79, 79, 1004, 983, 952, 983, 951, 979, 966, 960, 960, 964, 956, 962, 998, 1000, 1001, 1002, 1001, 1002, 1004, 983, 950, 952, 1002, 1003, 1002, 1002, 1067, 1060, 1067, 1080, 1081, 1106, 1106, 1125, 1125, 1128, 1125, 1125, 1125, 1167, 1167, 1082, 1099, 1067, 1061, 1057, 1082, 1082, 1167, 1167, 1186, 983, 952, 983, 950, 1004, 1004, 1004, 1004, 970, 983, 966, 1004, 1004, 1004, 1004, 983, 983, 968, 959, 997, 998, 999, 998, 412, 360, 412, 359, 365, 365, 364, 361, 361, 361, 360, 434, 435, 436, 435, 432, 433, 433, 432, 198, 203, 200, 200, 199, 199, 199, 218, 258, 198, 287, 287, 287, 287, 287, 282, 282, 281, 279, 279, 278, 278, 279, 279, 75, 50, 50, 50, 6, 3, 4, 258, 224, 202, 203, 238, 202, 202, 199, 199, 280, 281, 281, 434, 361, 361, 359, 366, 366, 434, 435, 436, 434, 593, 571, 511, 511, 513, 513, 513, 553, 595, 593, 594, 594, 744, 721, 718, 674, 674, 722, 669, 669, 673, 722, 672, 743, 743, 744, 878, 832, 805, 854, 806, 807, 807, 804, 804, 807, 807, 893, 882, 882, 882, 882, 882, 806, 806, 806, 806, 801, 853, 851, 801, 801, 801, 801, 854, 852, 806, 806, 882, 882, 882, 882, 882, 882, 882, 807, 807, 801, 801, 801, 938, 882, 882, 938, 854, 806, 806, 806, 853, 851, 854, 852, 801, 854, 882, 841, 851, 846, 851, 841, 841, 806, 853, 806, 854, 882, 938, 882, 938, 894, 917, 938]",KP20-no,234,289
48,176,"[82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 19, 4, 0, 3, 3, 82, 82, 82, 82, 74, 74, 73, 278, 220, 207, 201, 201, 232, 199, 203, 202, 202, 198, 360, 360, 360, 366, 366, 362, 359, 379, 365, 363, 433, 435, 434, 571, 571, 513, 512, 528, 507, 571, 508, 509, 510, 593, 592, 594, 593, 593, 669, 669, 671, 671, 748, 748, 748, 748, 748, 693, 672, 671, 722, 671, 671, 669, 669, 673, 669, 669, 748, 748, 748, 748, 748, 748, 722, 669, 669, 669, 669, 698, 722, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 699, 671, 748, 748, 748, 671, 671, 671, 671, 719, 799]",KP20-no,66,121
49,182,"[52, 177, 177, 177, 177, 177, 50, 30, 2, 82, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 5, 5, 2, 17, 50, 3, 4, 0, 177, 177, 177, 177, 177, 177, 82, 82, 177, 72, 74, 73, 75, 280, 258, 198, 203, 198, 202, 258, 205, 207, 258, 201, 199, 280, 281, 434, 434, 414, 450, 494, 440, 412, 366, 360, 412, 362, 400, 359, 359, 365, 363, 434, 435, 593, 511, 511, 571, 571, 571, 513, 513, 513, 513, 573, 656, 656, 656, 656, 571, 512, 512, 512, 656, 656, 656, 656, 656, 507, 507, 507, 513, 513, 513, 569, 569, 513, 512, 527, 527, 571, 513, 537, 537, 529, 512, 530, 531, 512, 512, 569, 612, 611, 613, 656, 656, 573, 513, 593, 598, 598, 598, 573, 600, 600, 573]",KP21-no,97,143
50,188,"[175, 102, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 44, 5, 2, 50, 1, 3, 4, 4, 0, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 82, 82, 82, 175, 175, 175, 175, 175, 175, 74, 75, 75, 75, 76, 76, 74, 74, 74, 76, 75, 76, 77, 78, 78, 77, 79, 79, 78, 76, 76, 75, 76, 77, 77, 76, 51, 175, 175, 175, 258, 198, 203, 258, 200, 199, 258, 206, 280, 281, 412, 409, 360, 359, 412, 363, 412, 362, 361, 366, 433, 433, 593, 567, 546, 511, 508, 513, 513, 513, 512, 509, 507, 513, 593, 593, 592, 720, 716, 722, 670, 670, 722, 677, 671, 672, 673, 744, 743, 743, 854, 802, 803, 806, 806, 806, 801, 807, 807, 804, 805, 854, 802, 936, 936, 936, 936, 936, 936, 936, 936, 936, 936, 878, 879, 880, 880, 874, 875, 875, 875, 876, 875, 50, 2, 37, 2, 6, 5, 1, 3, 3, 4, 0, 72, 73, 73, 74, 75, 258, 198, 202, 202, 203, 203, 207, 200, 201, 201, 199, 274, 296, 345, 345, 345, 345, 345, 345, 345, 345, 345, 287, 345, 345, 281, 283, 412, 409, 366, 360, 360, 360, 361, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 476, 413, 360, 360, 361, 361, 361, 361, 493, 493, 493, 493, 493, 493, 361, 361, 361, 361, 361, 361, 413, 447, 447, 447, 412, 412, 360, 440, 493, 493, 493, 493, 493, 493, 493, 447, 447, 362, 362, 447, 441, 441, 441]",KP21-no,96,270
51,189,"[86, 108, 53, 178, 178, 178, 53, 50, 1, 6, 3, 3, 4, 50, 0, 5, 5, 2, 74, 75, 75, 75, 178, 178, 178, 178, 218, 202, 202, 198, 203, 200, 199, 258, 280, 280, 281, 281, 434, 409, 412, 360, 360, 361, 359, 359, 364, 363, 363, 370, 365, 366, 366, 495, 495, 495, 495, 361, 361, 359, 364, 359, 359, 361, 433, 434, 435, 435, 487, 495, 495, 495, 495, 495, 495, 359, 571, 513, 512, 509, 511, 510, 507, 507, 594, 594, 594, 594, 670, 670, 674, 677, 669, 671, 671, 672, 672, 672, 673, 743, 742, 743, 744, 802, 802, 805, 806, 806, 806, 806, 806, 806, 857, 938, 938, 938, 938, 938, 938, 938, 938, 938, 854, 801, 801, 801, 801, 938, 894, 938, 938, 938, 938, 801, 801, 801, 806, 938, 882, 882, 938, 882, 894, 894, 938, 854, 854, 806, 851, 846, 852, 806, 857, 857, 857, 854, 854, 806, 801, 853, 854, 846, 853, 853, 857, 894, 894, 894, 938, 938, 894, 883, 938, 854, 851, 806]",KP21-no,123,176
52,190,"[1, 82, 144, 195, 195, 195, 195, 67, 195, 82, 82, 145, 100, 5, 5, 82, 195, 195, 195, 195, 195, 82, 82, 82, 195, 195, 195, 82, 195, 195, 195, 2, 2, 6, 5, 1, 50, 3, 4, 4, 0, 76, 76, 82, 82, 82, 82, 82, 82, 82, 82, 50, 2, 6, 6, 50, 1, 3, 3, 4, 0, 195, 195, 195, 72, 74, 75, 143, 195, 195, 195, 258, 202, 198, 198, 203, 200, 258, 201, 199, 199, 201, 358, 287, 287, 287, 287, 258, 198, 202, 198, 203, 200, 199, 201, 287, 280, 281, 281, 412, 366, 360, 362, 412, 364, 359, 363, 359, 359, 506, 506, 440, 365, 363, 365, 361, 361, 360, 362, 366, 435, 435, 425, 506, 506, 506, 506, 506, 412, 412, 366, 360, 360, 362, 361, 359, 364, 359, 365, 363, 365, 359, 359, 513, 571, 518, 510, 509, 512, 512, 507, 507, 508, 667, 667, 667, 593, 594, 593, 594, 667, 667, 667, 667, 667, 667, 667, 667, 667, 598, 598, 598, 598, 571, 510, 509, 571, 511, 512, 512, 507, 507, 513, 593, 593, 743, 722, 670, 673, 673, 669, 671, 671, 669, 669, 799, 799, 748, 669, 669, 698, 722, 692, 799, 799, 799, 799, 799, 799, 722, 671, 671, 671, 799, 799, 799, 748, 748, 748, 748, 748, 799, 748, 748, 799, 799, 799, 722, 722, 671, 748, 799, 799, 748, 748, 748, 722, 669, 768, 733, 767, 733, 767, 799, 799, 799, 671, 733, 753, 753]",KP21-no,191,250
53,196,"[82, 52, 82, 177, 82, 106, 177, 177, 177, 177, 177, 52, 177, 177, 177, 50, 2, 5, 82, 177, 177, 177, 177, 177, 177, 177, 177, 19, 50, 20, 50, 3, 177, 177, 177, 177, 82, 82, 177, 177, 52, 177, 147, 147, 177, 177, 177, 177, 177, 82, 177, 177, 177, 177, 177, 19, 50, 50, 0, 4, 78, 81, 80, 1067, 1067, 1078, 1000, 966, 956, 957, 963, 970, 971, 983, 950, 1000, 882, 806, 806, 807, 807, 804, 804, 856, 856, 937, 856, 937, 856, 876, 877, 876, 854, 805, 805, 854, 802, 803, 803, 878, 876, 875, 876, 876, 882, 937, 937, 937, 937, 937, 937, 937, 937, 937, 807, 508, 508, 513, 513, 513, 513, 513, 513, 573, 656, 656, 571, 507, 571, 507, 507, 507, 573, 638, 656, 656, 656, 656, 656, 571, 507, 512, 512, 512, 513, 571, 569, 571, 656, 638, 656, 573, 573, 656, 656, 656, 573, 656, 638, 656, 513, 600, 656, 573, 656, 613, 600, 656, 613, 512, 513, 513, 573, 656, 571, 513, 598, 571, 571, 561, 569, 513, 571, 598, 613, 612, 612, 600]",KP22-no,141,188
54,202,"[83, 175, 175, 82, 175, 175, 175, 175, 175, 175, 175, 82, 82, 82, 82, 82, 82, 175, 175, 82, 175, 82, 175, 82, 82, 175, 175, 82, 82, 175, 82, 175, 175, 50, 2, 5, 5, 17, 3, 4, 0, 50, 1, 73, 79, 78, 80, 79, 80, 80, 80, 80, 1080, 1065, 1067, 1060, 1067, 1056, 1067, 1055, 1080, 1081, 1078, 1078, 1077, 1077, 1076, 1078, 1078, 1076, 1075, 1074, 1075, 1101, 1082, 1082, 1082, 1082, 1101, 1101, 1082, 1082, 1082, 1073, 1073, 1074, 1074, 4, 4, 4, 0, 3, 1, 1, 6, 5, 215, 203, 200, 201, 201, 199, 279, 280, 279, 279, 434, 434, 435, 434, 434, 434, 412, 412, 365, 365, 360, 365, 360, 360, 360, 360, 413, 395, 412, 409, 413, 493, 440, 493, 440, 440, 440, 493, 440, 362, 362, 361, 361, 361, 361, 493, 493, 493, 493, 493, 493, 412, 412, 360, 361, 360, 413, 448, 493, 440, 440, 440, 440, 440, 493, 440, 440, 440, 440, 440, 440, 440, 362, 360, 395, 395, 412, 412, 412, 409, 409, 395, 412, 372, 360, 360, 360, 412, 360, 360, 360, 409, 440, 440, 493, 493, 493, 440, 493, 493, 447, 441, 441]",KP22-no,137,199
55,203,"[86, 82, 82, 82, 53, 178, 178, 178, 178, 82, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 82, 82, 82, 178, 178, 53, 178, 178, 178, 109, 82, 178, 178, 178, 50, 3, 4, 4, 0, 50, 6, 1, 80, 81, 81, 1110, 1108, 1107, 1124, 1124, 1063, 1061, 1055, 1079, 1002, 983, 966, 967, 983, 961, 957, 957, 963, 970, 971, 959, 951, 999, 1001, 1000, 1000, 805, 803, 803, 803, 802, 802, 805, 805, 806, 806, 806, 806, 806, 801, 801, 841, 853, 841, 841, 801, 801, 806, 851, 857, 857, 938, 938, 938, 938, 857, 894, 801, 807, 816, 883, 883, 883, 806]",KP22-no,87,112
56,204,"[195, 195, 67, 143, 145, 195, 67, 195, 195, 67, 195, 195, 67, 195, 67, 195, 100, 143, 67, 6, 1, 5, 2, 2, 3, 3, 4, 4, 0, 38, 6, 1, 5, 67, 195, 195, 195, 195, 74, 74, 73, 48, 5, 2, 76, 76, 77, 79, 78, 722, 683, 674, 670, 669, 669, 671, 671, 799, 799, 671, 671, 799, 799, 799, 799, 799, 775, 799, 775, 775, 722, 672, 722, 671, 722, 671, 699, 689, 690, 689, 753, 799, 799, 799, 799, 799, 799, 799, 799, 799, 799, 671, 689, 689, 689, 722, 698, 692, 669, 669, 669, 669, 669, 669, 669, 669, 753, 799, 799, 799, 799, 799, 733, 799, 799, 799, 799, 799, 733, 671, 671, 733, 799, 799, 748, 769, 767, 767, 733, 733, 671, 671, 669, 671, 669, 707, 671, 775, 753]",KP22-no,55,139
57,210,"[50, 105, 177, 177, 106, 104, 105, 105, 177, 177, 177, 105, 52, 177, 52, 177, 177, 177, 177, 177, 177, 105, 177, 177, 52, 177, 105, 177, 177, 177, 177, 50, 0, 4, 3, 1, 72, 73, 76, 77, 76, 75, 52, 82, 74, 75, 74, 74, 74, 74, 73, 74, 73, 258, 234, 258, 201, 201, 200, 200, 203, 198, 202, 198, 202, 204, 278, 280, 279, 279, 279, 361, 365, 365, 363, 363, 364, 359, 359, 412, 440, 494, 494, 362, 412, 361, 360, 360, 412, 366, 362, 433, 433, 435, 436, 593, 571, 509, 512, 507, 507, 507, 513, 507, 507, 513, 513, 507, 573, 656, 598, 598, 598, 598, 507, 507, 513, 513, 512, 512, 512, 512, 512, 512, 512, 571, 531, 571, 513, 513, 656, 656, 598, 598, 656, 598, 598, 598, 656, 656, 656, 656, 656, 656, 656, 513, 571, 513, 571, 513, 513, 571, 509, 571, 573, 656, 656, 656, 656, 656, 656, 571, 561, 571, 512, 571, 513, 537, 571, 527, 571, 571, 545, 571, 571, 571, 569, 569, 570, 564, 571, 546, 571, 509, 510, 571, 571, 546, 547, 564, 571, 594, 650, 650, 650, 598, 598, 650, 598, 650, 592, 594, 593, 649, 649, 649, 571, 508, 511, 539, 539, 598, 650, 650, 547, 546, 568, 549, 547, 547, 571, 598, 511, 571, 547, 547, 571, 593, 593, 592, 598, 598, 595, 595, 595, 595, 596, 596, 595, 983, 952, 978, 974, 971, 1067, 1067, 1057, 1081, 1063, 1106, 1108, 1121, 1122, 983, 983, 968, 980, 955, 967, 1039, 1039, 967, 966, 953, 983, 955, 983, 956, 958, 1000, 999, 999, 1039, 1039, 1039, 999, 594, 571, 546, 567, 571, 520, 521, 539, 539, 571, 523, 533, 596, 595, 596, 596, 596, 598, 1004, 954, 970, 971, 983, 972, 983, 983, 956, 960, 1039, 1039, 571, 509, 538, 539, 510, 510, 521, 520, 539, 539, 538, 539, 525, 525, 535, 653, 571, 535, 508, 571, 535, 653, 653, 598, 1039, 983, 970, 976, 966, 967, 1004, 983, 952, 950, 978, 960, 571, 542, 535, 513, 561, 513, 570, 560, 571, 512, 512, 570, 570, 512, 571, 571, 513, 513, 571, 536, 571, 531, 512, 571, 513, 513, 528, 571, 536, 541, 507, 565, 569, 569, 570, 516, 521, 531, 527, 521, 521, 531, 531, 527, 571, 531, 571, 600, 656, 598, 598, 571, 571, 507, 513, 513, 507, 507, 507, 513, 507, 571, 508, 513, 570, 571, 535, 525, 539, 525, 525, 520, 521, 521, 523, 523, 533, 523, 523, 533, 521, 521, 523, 533, 533, 534, 535, 525, 535, 513, 513, 598, 598, 598, 571, 542, 535, 653, 653, 512, 512, 571, 560, 571, 571, 568, 653, 1041, 1039, 983, 966, 983, 983, 983, 983, 571, 512, 571, 571, 571, 513, 513, 512, 571, 527, 531, 527, 571, 529, 537, 526, 517, 532, 533, 531, 527, 532, 531, 526, 571, 560, 512, 571, 560, 513, 513, 528, 571, 512, 560, 513, 571, 512, 571, 571, 571, 539, 656, 656, 573, 573, 656, 656, 656, 598, 656, 656, 656, 656, 656, 650, 600, 653, 653, 569, 512, 508, 656, 656, 656, 656, 598, 598, 598, 656, 656, 656, 512, 512, 571, 513, 513, 571, 513, 512, 512, 512, 512, 656, 656, 656, 656, 656, 656, 512, 569, 570, 566, 508, 535, 571, 525, 539, 571, 571, 571, 535, 535, 533, 533, 509, 570, 508, 564, 570, 571, 571, 538, 511, 598, 571, 511, 571, 571, 611, 613, 598, 598, 650, 653, 653, 600, 600, 548, 508, 571, 513, 560, 535, 535, 600, 571, 571, 598, 653, 653, 653, 1039, 983, 983, 975, 956, 1039, 650, 600, 650, 598, 650]",KP23-no,102,610
58,216,"[51, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 82, 82, 82, 175, 175, 175, 175, 82, 82, 175, 82, 82, 101, 175, 1, 1, 1, 50, 50, 175, 175, 175, 175, 175, 50, 0, 4, 3, 1, 1, 79, 77, 79, 78, 78, 77, 76, 76, 76, 79, 79, 78, 76, 76, 77, 82, 175, 175, 175, 175, 175, 175, 175, 175, 175, 76, 74, 74, 74, 75, 493, 440, 440, 493, 493, 493, 362, 362, 360, 360, 360, 362, 476, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 412, 362, 362, 361, 361, 493, 493, 493, 493, 493, 447, 493, 493, 493, 493, 493, 493, 493, 493, 493, 360, 360, 361, 360, 361, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 493, 449, 447, 412, 361, 361, 361, 361, 360, 412, 493, 440, 440, 493, 413, 413, 440, 493, 493, 493, 493, 493, 493, 493, 493, 413, 447, 361, 361, 360, 412, 362, 362, 361, 361, 371, 366, 361, 447, 447, 493, 493, 493, 441, 441, 447, 493, 493, 447, 487, 430]",KP23-no,98,181
59,217,"[178, 50, 82, 178, 178, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 178, 178, 178, 82, 82, 82, 82, 82, 82, 48, 5, 5, 50, 3, 50, 4, 0, 0, 74, 75, 74, 76, 75, 74, 50, 50, 2, 1, 1, 6, 5, 82, 82, 82, 178, 75, 76, 75, 77, 77, 76, 76, 77, 76, 76, 76, 76, 76, 78, 77, 76, 78, 79, 79, 79, 78, 79, 80, 78, 77, 854, 854, 803, 803, 805, 805, 802, 805, 805, 805, 806, 806, 801, 806, 938, 882, 938, 938, 938, 938, 938, 938, 938, 938, 882, 938, 882, 938, 938, 938, 938, 801, 801, 801, 801, 806, 857, 938, 882, 938, 938, 852, 852, 854, 852, 854, 852, 854, 807, 851, 854, 938, 938, 882, 882, 802, 854, 854, 852, 854, 854, 854, 819, 801, 806, 857, 938, 938, 938, 854, 806, 801, 806, 938, 938, 938, 938, 882, 938, 882, 882, 882, 938, 882, 882, 882, 882, 882, 882, 882, 851, 801, 938, 894, 894, 801, 933, 882, 894, 938, 938, 938, 882, 807, 807, 852, 801, 801, 857, 938, 938, 938, 801, 801, 882, 938, 883, 938, 938, 841, 852, 938]",KP23-no,88,198
60,218,"[50, 50, 195, 67, 195, 195, 195, 195, 195, 82, 195, 195, 195, 195, 195, 82, 2, 2, 3, 3, 82, 195, 195, 195, 82, 195, 195, 195, 195, 158, 195, 195, 195, 195, 82, 195, 82, 195, 82, 195, 195, 74, 74, 72, 79, 74, 74, 73, 50, 50, 2, 5, 15, 2, 6, 6, 1, 50, 3, 0, 5, 195, 100, 195, 195, 77, 79, 78, 77, 722, 670, 670, 674, 674, 669, 669, 669, 669, 669, 722, 692, 698, 683, 684, 688, 753, 733, 799, 722, 722, 688, 688, 670, 670, 670, 674, 697, 692, 669, 673, 673, 722, 696, 697, 698, 799, 799, 799, 799, 733, 799, 799, 799, 733, 799, 799, 742, 741, 741, 741, 742, 741, 741, 739, 739, 722, 258, 202, 198, 198, 203, 200, 203, 203, 201, 201, 201, 258, 199, 199, 200, 200, 258, 258, 358, 358, 358, 258, 198, 202, 202, 203, 200, 199, 201, 280, 280, 280, 279, 50, 50, 50, 0, 3, 3, 50, 1, 6, 5, 2, 2, 76, 77, 76, 76, 360, 412, 398, 366, 360, 362, 359, 364, 359, 365, 363, 363, 366, 366, 506, 506, 506, 435, 436, 435, 436, 435, 440, 486, 486, 489, 481, 485, 485, 440, 440, 440, 721, 673, 669, 722, 674, 670, 671, 671, 722, 671, 671, 669, 669, 669, 690, 698, 799, 748, 748, 799, 799, 799, 799, 733, 799, 799, 799, 671, 699, 671, 671, 748, 799, 799, 799, 799, 748, 748, 799, 799, 799, 673, 669, 669, 669, 733, 767, 697, 799, 767, 697, 722, 670, 718, 672, 722, 682, 694, 748, 738, 747, 745, 747, 748, 1082, 1082, 1060, 1059, 1057, 1060, 1066, 1055, 1060, 1055, 1057, 1056, 1059, 1059, 1067, 1060, 1067, 1055, 1064, 1058, 1059, 1055, 1060, 1096, 1090, 1060, 1059, 1054, 1060, 1060, 1067, 1095, 1095, 1082, 1082, 1067, 1058, 1059, 1082, 1071, 1082, 1082, 1082, 1082, 1090, 324, 203, 258, 287, 337, 337, 340, 340, 333, 1179, 1182, 1182, 1187, 1182, 1167, 1184, 1167, 788, 671, 697, 669, 1067, 1067, 1082, 1067, 722, 671, 671, 669, 669, 669, 669, 669, 671, 669, 687, 669, 669, 799, 799, 799, 799, 722, 716, 720, 722, 720, 722, 672, 672, 719, 722, 722, 698, 692, 716, 721, 670, 720, 721, 710, 722, 670, 720, 716, 670, 722, 671, 671, 700, 700, 690, 722, 799, 799, 767, 799, 799, 799, 799, 671, 671, 700, 690, 698, 690, 682, 681, 694, 697, 692, 673, 673, 722, 686, 722, 684, 722, 688, 722, 722, 702, 722, 669, 722, 672, 689, 799, 769, 767, 785, 788, 788, 788, 679, 671, 722, 722, 733, 799, 799, 799, 799, 799, 799, 799, 799, 799, 689, 722, 669, 669, 671, 671, 671, 733, 799, 799, 799, 799, 799, 799, 799, 799, 799, 669, 669, 669, 669, 671, 722, 799, 753, 722, 669, 669, 775, 799, 733, 753, 748, 785]",KP23-no,213,478
