,case_id,activity,participant,cpoint,length
20,77,"[108, 82, 82, 178, 178, 82, 82, 82, 178, 178, 53, 178, 82, 82, 82, 82, 178, 82, 82, 82, 82, 107, 82, 82, 82, 74, 50, 50, 50, 50, 50, 3, 3, 1, 6, 50, 82, 258, 258, 258, 258, 258, 201, 200, 278, 360, 360, 360, 412, 412, 412, 362, 363, 363, 365, 435, 571, 518, 571, 571, 512, 509, 571, 593, 722, 669, 722, 722, 673, 722, 722, 854, 854, 854, 854, 807, 807, 804, 806, 854, 854, 806, 806, 938, 882, 882, 882, 882, 854, 806, 854, 882, 882, 882, 882, 882, 882, 882, 854, 801, 801, 882, 882, 882, 882, 882, 938, 882, 882, 882, 882, 882, 806, 852, 854, 882, 852, 854, 854, 854, 806, 854, 806, 801, 882, 882, 882, 882, 854, 806, 882, 882, 882, 801, 882, 882, 938, 938, 938, 938, 938, 938, 882, 883, 917, 801, 882, 938, 938, 801, 854, 801, 852, 854, 806, 854, 854, 806, 801, 801, 851, 852, 854, 854, 854, 854, 854, 854, 854, 854, 806, 807, 854, 801, 854, 854, 854, 851, 938, 938, 938]",KP14-no,99,181
21,78,"[67, 82, 82, 82, 195, 82, 82, 82, 195, 82, 82, 82, 82, 50, 50, 5, 50, 50, 82, 166, 82, 82, 258, 258, 233, 258, 201, 201, 224, 278, 412, 412, 360, 360, 360, 364, 359, 365, 363, 431, 431, 511, 511, 571, 571, 508, 512, 512, 513, 667, 598, 593, 564, 882, 867, 867, 867, 867, 875, 882, 671, 722, 702, 673, 704, 671, 671, 722, 799, 748, 722, 748, 748, 748, 748, 748, 671, 671, 748, 748, 748, 748, 748, 748, 722, 669, 704, 722, 722, 672, 748, 748, 722, 748, 753, 753, 753, 733, 733, 733, 733, 768, 768, 733, 440, 440, 440, 440, 440, 287, 1167, 1167, 1167, 1167, 1167, 1167, 748, 748, 748, 671, 702, 722, 748, 748, 748, 50, 50, 19, 29, 1, 82, 81, 80, 82, 211, 258, 258, 258, 200, 258, 201, 287, 287, 377, 360, 360, 363, 365, 412, 571, 511, 571, 571, 509, 509, 598, 598, 584, 733, 748, 671, 722, 722, 741, 741, 854, 812, 854, 806, 801, 854, 805, 876, 880, 875, 882, 882, 5, 5, 50, 50, 6, 50, 50, 72, 82, 82, 82, 82, 82, 258, 258, 210, 258, 258, 199, 232, 232, 258, 283, 282, 371, 412, 412, 412, 412, 412, 363, 359, 364, 440, 571, 518, 542, 591, 592, 591, 722, 722, 683, 669, 669, 702, 722, 722, 673, 671, 697, 704, 669, 748, 748, 748, 748, 733, 748, 733, 722, 704, 748, 748, 748, 671, 722, 722, 782, 768, 733, 733, 768, 768, 733, 768, 733, 748, 671, 748, 748, 799, 799, 748, 748, 748, 748, 748, 748, 748, 748, 748, 748, 702, 799, 748, 748, 748, 748, 748, 748, 748, 748, 799, 748, 748, 748, 748, 799, 748, 748, 722, 702, 669, 748, 748, 722, 722, 699, 669, 722, 722, 722, 715, 722, 748, 748, 722, 702, 748, 748, 748, 748, 748, 748, 748, 669, 669, 722, 674, 722, 722, 689, 689, 722, 671, 722, 689, 697, 748, 748, 722, 722, 704, 669, 722, 799, 722, 799, 748, 748, 785, 799, 748, 748, 748, 748, 799, 733, 733, 733, 799, 799, 748]",KP14-no,85,351
22,84,"[82, 84, 82, 177, 104, 82, 82, 52, 52, 52, 50, 5, 2, 2, 6, 50, 50, 0, 82, 177, 177, 177, 177, 177, 52, 82, 177, 177, 177, 177, 177, 82, 177, 177, 84, 177, 177, 147, 177, 177, 50, 50, 5, 6, 5, 177, 52, 50, 82, 50, 50, 52, 82, 52, 105, 82, 82, 84, 52, 177, 104, 74, 177, 177, 177, 52, 52, 82, 82, 82, 177, 177, 52, 52, 52, 177, 75, 79, 79, 104, 52, 52, 52, 177, 77, 78, 78, 77, 77, 177, 82, 177, 177, 74, 80, 80, 593, 593, 571, 508, 508, 513, 507, 507, 507, 507, 512, 571, 513, 656, 573, 656, 598, 656, 598, 656, 656, 598, 551, 509, 509, 508, 511, 510, 510, 513, 513, 513, 513, 570, 573, 550, 570, 550, 570, 570, 566, 569, 571, 569, 566, 558, 512, 526, 531, 513, 513, 527, 527, 571, 517, 527, 571, 513, 508, 571, 554, 547, 569, 569, 513, 513, 656, 573, 656, 656, 598, 569, 638, 571, 513, 513, 573, 598, 611, 571, 513, 571, 598, 598, 598, 598, 598, 598, 512, 512, 531, 531, 571, 530, 512, 513, 571, 547, 571, 571, 571, 568, 567, 555, 547, 555, 571, 571, 567, 554, 567, 511, 571, 568, 568, 546, 547, 555, 567, 564, 567, 564, 564, 566, 508, 508, 525, 571, 570, 570, 570, 571, 569, 598, 598, 656, 598, 573, 598, 598, 598, 611, 656, 598, 598, 638, 573, 613, 573, 650, 598, 569, 513, 513, 571, 571, 558, 569, 598, 569, 513, 513, 513, 513, 571, 509, 510, 511, 513, 513, 513, 513, 513, 513, 513, 513, 513, 507, 507, 507, 507, 536, 536, 513, 513, 513, 513, 513, 513, 611, 656, 598, 573, 656, 573, 600, 600, 598]",KP15-no,106,294
23,90,"[72, 82, 175, 82, 82, 82, 82, 82, 82, 51, 51, 82, 6, 5, 33, 50, 101, 103, 175, 82, 82, 82, 82, 51, 51, 51, 83, 175, 83, 82, 82, 175, 82, 82, 78, 78, 75, 74, 74, 412, 363, 364, 493, 441, 493, 412, 359, 359, 397, 360, 361, 361, 361, 362, 362, 440, 440, 366, 360, 360, 360, 360, 360, 360, 360, 360, 360, 440, 440, 440, 440, 412, 360, 360, 360, 360, 360, 360, 360, 360, 440, 493, 441, 441, 361, 361, 440, 440, 493, 440, 493, 361, 361, 361, 440, 440]",KP15-no,50,96
24,91,"[82, 109, 109, 82, 82, 82, 53, 53, 53, 6, 6, 1, 3, 3, 4, 4, 0, 81, 79, 178, 53, 82, 53, 53, 53, 53, 178, 53, 178, 86, 148, 178, 86, 806, 806, 806, 806, 882, 857, 882, 854, 801, 801, 801, 801, 805, 801, 801, 801, 801, 801, 801, 801, 857, 857, 857, 882, 882, 806, 806, 857, 882, 852, 852, 806, 806, 806, 854, 852, 852, 852, 851, 882, 938, 882, 801, 806, 806, 801, 801, 801, 857, 857, 801, 801, 883, 883, 882, 882, 801, 851, 854]",KP15-no,41,92
25,92,"[82, 82, 2, 6, 6, 1, 3, 0, 4, 67, 82, 82, 82, 67, 158, 100, 100, 82, 100, 79, 80, 80, 81, 670, 674, 674, 669, 799, 722, 673, 673, 669, 669, 669, 669, 669, 748, 722, 722, 670, 674, 674, 673, 673, 672, 748, 743, 748, 748, 742, 198, 198, 202, 202, 203, 200, 200, 201, 199, 258, 200, 200, 258, 409, 366, 360, 361, 362, 362, 412, 364, 359, 365, 365, 363, 430, 412, 568, 571, 511, 511, 571, 513, 513, 512, 512, 598, 598, 571, 598, 598, 598, 598, 650, 598, 597, 595, 595, 594, 571, 854, 803, 802, 805, 806, 801, 801, 804, 882, 882, 882, 882, 50, 3, 3, 0, 4, 50, 1, 6, 6, 5, 2, 2, 6, 1, 3, 3, 72, 82, 82, 82, 82, 50, 15, 722, 670, 670, 674, 669, 673, 673, 671, 671, 671, 671, 700, 700, 748, 733, 767, 783, 799, 748, 733, 733, 733, 748, 699, 700, 700, 700, 753, 753, 775, 799, 671, 722, 700, 700, 753, 722, 748, 722, 722, 670, 748, 748, 740, 748, 748, 782, 748, 722, 669, 671, 733, 799, 718, 670, 670, 670, 674, 669, 669, 669, 753, 671, 799, 748, 671, 671, 722, 799, 722, 669, 671, 799, 799, 733, 733, 671, 671, 671, 671, 722, 722, 699, 671, 768, 799, 748, 733, 722, 671, 671, 671, 733, 799, 799, 722, 669, 669, 669, 669, 669, 775, 799, 775, 748, 753, 753, 748, 783, 748, 767, 733, 748]",KP15-no,142,248
26,98,"[82, 3, 82, 82, 2, 6, 82, 30, 2, 25, 50, 5, 50, 50, 4, 4, 74, 204, 203, 200, 201, 199, 287, 281, 281, 412, 412, 364, 359, 359, 362, 362, 367, 485, 430, 440, 435, 571, 571, 571, 511, 538, 508, 510, 509, 513, 513, 513, 513, 513, 656, 598, 598, 598, 598, 598, 598, 598, 598, 507, 598, 598, 598, 598, 598, 598, 513, 561, 513, 598, 598, 598, 598, 598, 598, 598, 571, 512, 571, 512, 560, 571, 513, 571, 512, 513, 513, 571, 571, 569, 512, 527, 570, 573, 598, 598, 598, 598, 656, 598, 656, 598, 598, 598, 512, 527, 527, 571, 569, 571, 569, 512, 569, 513, 560, 513, 598, 598, 598, 598]",KP16-no,77,120
27,104,"[194, 175, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 50, 5, 2, 2, 82, 175, 82, 82, 175, 82, 82, 82, 82, 82, 82, 82, 175, 82, 82, 18, 25, 13, 14, 0, 3, 50, 30, 5, 6, 1, 1, 1, 72, 73, 198, 203, 200, 206, 199, 279, 287, 282, 440, 440, 366, 360, 361, 360, 360, 440, 493, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 412, 362, 440, 440, 440, 440, 440, 440, 440, 440, 440, 440, 362, 362, 440, 440, 440, 440, 440, 412, 361, 361, 361, 361, 440, 440, 440, 440, 440, 440, 360, 361, 493, 493, 440, 440, 440, 440, 412, 360, 360, 361, 361, 360, 360, 361, 362, 409, 362, 411, 411, 407, 408, 441, 441, 360, 362, 362, 440, 440]",KP16-no,62,138
28,105,"[75, 76, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 86, 25, 3, 3, 6, 33, 82, 78, 76, 77, 75, 74, 487, 366, 367, 367, 366, 360, 440, 440, 440, 440, 412, 364, 364, 412, 364, 412, 362, 412, 412, 375, 361, 412, 412, 412, 440, 286, 285, 198, 203, 205, 201, 199, 201, 258, 17, 3, 82, 82, 82, 49, 1, 50, 5, 6, 6, 50, 8, 3, 29, 50, 0, 30, 76, 360, 360, 412, 362, 412, 361, 359, 364, 359, 359, 379, 365, 364, 364, 364, 364, 364, 363, 412, 363, 412, 433, 433, 437, 438, 563, 571, 511, 510, 509, 513, 508, 571, 571, 571, 571, 510, 571, 509, 510, 512, 594, 722, 722, 722, 722, 722, 671, 671, 673, 673, 673, 722, 680, 722, 748, 742, 876, 802, 818, 854, 806, 806, 857, 801, 801, 852, 854, 882, 882, 854, 853, 818, 882, 882, 805, 854, 849, 832, 882]",KP16-no,141,157
29,112,"[105, 82, 82, 82, 82, 82, 82, 82, 82, 82, 177, 177, 82, 82, 82, 82, 82, 82, 82, 177, 82, 177, 166, 82, 159, 82, 50, 5, 82, 72, 50, 50, 73, 50, 82, 73, 50, 5, 82, 166, 72, 159, 50, 5, 6, 2, 82, 72, 74, 75, 75, 104, 82, 82, 82, 82, 82, 82, 82, 82, 82, 73, 73, 82, 72, 75, 75, 72, 74, 74, 52, 82, 82, 82, 82, 82, 82, 82, 82, 2, 5, 6, 50, 33, 50, 0, 1, 82, 82, 82, 82, 82, 82, 82, 82, 5, 6, 3, 50, 0, 4, 4, 0, 0, 52, 82, 82, 82, 50, 50, 4, 50, 6, 2, 2, 5, 6, 74, 74, 73, 52, 82, 82, 82, 50, 0, 0, 4, 3, 73, 73, 74, 75, 76, 76, 75, 76, 75, 75, 41, 359, 359, 360, 360, 362, 366, 364, 363, 365, 432, 433, 255, 201, 201, 199, 258, 255, 203, 258, 202, 258, 200, 203, 281, 282, 281, 281, 282, 571, 508, 508, 513, 507, 512, 507, 512, 526, 526, 512, 656, 598, 598, 598, 598, 598, 598, 598, 598, 513, 507, 571, 509, 508, 511, 510, 512, 571, 526, 512, 571, 512, 571, 515, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 512, 512, 571, 571, 656, 598, 598, 598, 598, 598, 598, 598, 598, 512, 512, 512, 571, 571, 512, 512, 598, 573, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 598, 558, 512, 571, 509, 510, 598, 598, 596, 593, 589, 590, 590, 591, 590, 590, 590, 50, 5, 5, 6, 50, 2, 2, 50, 3, 1, 50, 6, 6, 74, 74, 258, 205, 198, 202, 201, 201, 200, 201, 199, 200, 278, 280, 258, 361, 361, 359, 359, 412, 364, 366, 362, 434, 435, 434, 571, 511, 511, 510, 509, 515, 513, 513, 512, 513, 513, 590, 591, 592, 571, 585, 573, 598, 598, 649, 647, 647, 535, 611, 598, 598, 649, 649, 648, 598, 594, 593, 592, 592, 592, 650, 573, 598, 573, 525, 536, 513, 513, 513, 571, 509, 512, 656, 598, 598, 598, 598, 571, 571, 513, 512, 598, 598, 598, 598, 512, 560, 513, 560, 548, 560, 571, 569, 571, 571, 571, 656, 598, 656, 656, 598, 598, 598, 656, 656, 656, 513, 570, 569, 561, 571, 568, 570, 569, 512, 513, 571, 571, 571, 512, 571, 598, 613, 656, 598, 598, 513, 571, 571, 512, 571, 571, 600, 638, 656, 656, 571]",KP17-no,173,426
30,118,"[51, 175, 82, 175, 82, 82, 175, 82, 175, 175, 82, 82, 82, 82, 82, 82, 78, 79, 77, 77, 77, 76, 75, 75, 78, 78, 78, 79, 80, 82, 82, 82, 175, 72, 81, 50, 3, 50, 6, 6, 2, 80, 80, 81, 6, 1067, 1060, 1080, 1080, 983, 983, 979, 1000, 1001, 880, 878, 878, 805, 805, 854, 807, 807, 801, 854, 806, 803, 802, 824, 877, 877, 855, 936, 882, 882, 882, 882, 854, 801, 853, 806, 805, 854, 683, 669, 669, 674, 673, 670, 674, 748, 670, 722, 673, 673, 671, 671, 669, 680, 722, 674, 722, 672, 790, 748, 748, 748, 748, 790, 748, 748, 720, 722, 673, 722, 671, 671, 669, 722, 744, 743, 743, 508, 513, 513, 512, 571, 507, 551, 510, 591, 592, 412, 359, 359, 412, 364, 412, 360, 362, 361, 361, 360, 360, 493, 440, 440, 440, 440, 412, 361, 393, 493, 440, 493, 440, 440, 440, 440, 440, 440, 493, 362, 412, 362, 360, 448, 447, 412, 360, 361, 360, 493, 440, 440, 440, 413, 440, 440, 493, 493, 493, 412, 360, 362, 493, 413, 493, 493, 440, 440, 360, 360, 412, 412, 362, 361, 397, 493, 371, 412, 409, 411, 413, 493, 493, 440, 493, 493, 360, 360, 361, 441, 447, 493, 493, 476, 412, 412, 493, 493, 360, 360, 441, 493, 447, 493]",KP17-no,139,226
31,119,"[107, 107, 178, 82, 82, 82, 82, 82, 82, 82, 82, 82, 178, 178, 178, 178, 82, 82, 82, 178, 82, 82, 72, 73, 178, 82, 82, 82, 82, 79, 79, 79, 78, 878, 802, 854, 805, 803, 803, 801, 806, 938, 882, 801, 801, 882, 882, 882, 806, 852, 806, 852, 852, 853, 806, 852, 851, 846, 852, 854, 807, 854, 853, 882, 938, 938, 854, 806, 806, 882, 882, 882, 882, 882, 806, 854, 801, 806, 882, 882, 882, 806, 854, 882, 806, 854, 854, 938, 892, 883, 806, 882, 938, 938, 938]",KP17-no,40,95
32,120,"[82, 195, 195, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 82, 5, 5, 75, 77, 77, 76, 75, 77, 79, 81, 195, 82, 82, 195, 73, 76, 75, 82, 195, 82, 73, 74, 76, 281, 224, 202, 258, 203, 200, 201, 201, 199, 200, 203, 279, 280, 280, 281, 279, 278, 279, 2, 5, 5, 6, 2, 50, 3, 4, 0, 1, 50, 6, 74, 75, 76, 360, 359, 361, 412, 362, 366, 412, 412, 433, 435, 435, 571, 511, 510, 571, 512, 513, 509, 571, 507, 547, 571, 592, 594, 594, 709, 671, 722, 722, 671, 799, 748, 748, 748, 748, 707, 669, 748, 748, 748, 748, 748, 748, 748, 799, 799, 722, 679, 748, 748, 748, 748, 748, 748, 748, 689, 690, 692, 722, 690, 700, 722, 692, 700, 722, 692, 690, 722, 700, 671, 733, 799, 799, 669, 691, 692, 690, 669, 669, 671, 671, 671, 690, 690, 692, 722, 722, 692, 722, 722, 671, 700, 692, 669, 671, 692, 669, 692, 692, 722, 691, 700, 700, 722, 692, 671, 700, 700, 722, 733, 799, 748, 748, 748, 748, 692, 692, 700, 700, 692, 722, 671, 690, 722, 692, 722, 698, 690, 700, 698, 722, 690, 700, 692, 689, 692, 673, 746, 745, 746, 746, 746, 769, 799, 799, 748, 748, 748, 748, 748, 669, 669, 671, 722, 692, 799, 746, 746, 722, 698, 698, 669, 722, 692, 1065, 1059, 1060, 1067, 1060, 1058, 1067, 1059, 1060, 1057, 1057, 1057, 1067, 1060, 1058, 1059, 1055, 1067, 1059, 1067, 1057, 1056, 1057, 1067, 1059, 1076, 1074, 1076, 1080, 1075, 1075, 1074, 1076, 1075, 1074, 1077, 1067, 1067, 1060, 1060, 1067, 722, 722, 679, 671, 677, 799, 799, 799, 692, 692, 677, 799, 748, 722, 748, 799, 692, 677, 748, 799, 691, 722, 748, 799, 799, 722, 704, 768, 799, 748, 799, 722, 684, 799, 799, 722, 690, 690, 692, 669, 692, 799, 768, 722, 692, 669, 722, 799, 748, 748, 748, 799, 748, 748, 722, 692, 748, 768, 733, 692, 692, 690, 692, 722, 669, 692, 669, 692, 692, 669, 799, 748, 748, 748, 799, 799, 799, 722, 669, 692, 669, 671, 799, 768, 799, 799, 799, 748, 799, 768]",KP17-no,107,366
33,126,"[52, 82, 177, 82, 82, 177, 106, 177, 52, 177, 177, 177, 177, 177, 82, 177, 177, 177, 177, 177, 82, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 52, 177, 177, 177, 52, 177, 177, 82, 177, 177, 177, 177, 177, 52, 177, 177, 177, 104, 177, 82, 82, 147, 177, 177, 177, 177, 177, 177, 177, 5, 5, 6, 177, 177, 177, 177, 82, 166, 73, 73, 50, 5, 2, 75, 75, 73, 77, 80, 79, 77, 76, 76, 3, 50, 18, 177, 84, 20, 4, 3, 5, 5, 2, 2, 82, 52, 106, 177, 177, 177, 2, 5, 6, 6, 1, 50, 3, 40, 0, 4, 4, 75, 75, 75, 75, 52, 177, 278, 258, 198, 198, 202, 203, 203, 200, 200, 201, 201, 201, 199, 238, 202, 278, 279, 280, 412, 366, 360, 362, 412, 359, 364, 412, 363, 365, 365, 366, 432, 435, 436, 573, 656, 598, 598, 571, 511, 511, 510, 510, 509, 509, 542, 508, 513, 513, 513, 512, 656, 656, 656, 598, 598, 512, 512, 569, 569, 569, 512, 571, 513, 512, 512, 512, 513, 513, 513, 561, 569, 570, 569, 570, 569, 570, 571, 513, 512, 512, 513, 571, 512, 509, 509, 530, 527, 527, 527, 513, 513, 560, 569, 570, 571, 569, 571, 598, 612, 613, 600, 656, 600, 513, 565, 565, 565, 565, 569, 570]",KP18-no,169,230
34,132,"[82, 175, 175, 82, 82, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 82, 82, 82, 82, 175, 82, 175, 175, 175, 82, 175, 175, 82, 82, 175, 82, 175, 175, 175, 175, 175, 175, 175, 82, 82, 175, 82, 82, 175, 175, 175, 175, 82, 175, 175, 103, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 5, 5, 50, 3, 6, 1, 0, 175, 175, 175, 74, 74, 82, 287, 258, 258, 198, 203, 200, 200, 201, 201, 199, 199, 199, 258, 202, 279, 281, 493, 361, 360, 360, 493, 440, 493, 493, 493, 362, 412, 360, 440, 440, 493, 493, 493, 493, 493, 493, 493, 493, 493, 440, 493, 440, 493, 440, 440, 493, 412, 362, 361, 361, 440, 493, 493, 361, 361, 360, 360, 409, 361, 360, 360, 361, 360, 360, 413, 493, 440, 440, 440, 440, 493, 493, 359, 359, 412, 411, 411, 411, 409, 361, 411, 409, 409, 392, 411, 412, 412, 411, 409, 360, 360, 409, 409, 360, 360, 361, 360, 361, 440, 493, 440, 493, 493, 361, 393, 362, 362, 362, 440, 493, 361, 361, 493, 493, 493, 493, 493, 447, 448, 440, 440, 493, 440, 440, 493, 493, 440, 448, 447, 413, 440, 441]",KP18-no,104,218
35,133,"[53, 178, 82, 82, 178, 178, 109, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 53, 178, 53, 108, 178, 178, 178, 178, 53, 53, 82, 178, 178, 178, 178, 178, 178, 178, 178, 178, 178, 148, 53, 178, 86, 53, 178, 86, 148, 107, 53, 5, 5, 50, 3, 82, 82, 2, 2, 5, 50, 3, 4, 0, 6, 6, 178, 82, 50, 1, 1, 10, 3, 3, 73, 73, 73, 74, 74, 258, 258, 198, 202, 256, 256, 200, 200, 201, 201, 199, 203, 203, 278, 278, 280, 361, 361, 360, 360, 362, 366, 359, 359, 359, 364, 412, 364, 363, 365, 434, 571, 508, 508, 511, 510, 510, 509, 513, 513, 512, 507, 593, 744, 722, 669, 674, 722, 671, 673, 672, 672, 746, 744, 744, 745, 745, 854, 805, 802, 801, 806, 802, 802, 802, 803, 801, 806, 807, 806, 806, 801, 938, 857, 938, 938, 801, 801, 806, 806, 806, 882, 938, 857, 938, 938, 938, 938, 938, 806, 806, 857, 938, 882, 882, 938, 807, 846, 852, 846, 807, 853, 853, 854, 846, 852, 801, 852, 854, 852, 854, 801, 806, 853, 854, 806, 857, 938, 938, 938, 938, 938, 938, 938, 938, 938, 857, 938, 938, 938, 938, 894, 857, 894, 883, 938]",KP18-no,141,216
36,134,"[67, 67, 82, 195, 195, 195, 195, 143, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 67, 195, 67, 67, 195, 67, 195, 67, 67, 195, 195, 195, 195, 195, 195, 195, 195, 195, 82, 195, 195, 195, 195, 82, 195, 195, 195, 195, 38, 6, 5, 195, 195, 195, 195, 195, 195, 195, 195, 4, 3, 3, 6, 5, 2, 73, 50, 4, 74, 74, 73, 82, 82, 73, 73, 50, 2, 5, 82, 195, 50, 2, 5, 5, 6, 6, 50, 3, 0, 0, 4, 195, 82, 82, 82, 82, 278, 358, 287, 287, 202, 202, 198, 202, 202, 203, 203, 200, 200, 201, 201, 199, 258, 202, 202, 198, 281, 279, 281, 281, 280, 287, 287, 440, 371, 366, 360, 360, 362, 359, 359, 364, 363, 364, 364, 431, 434, 506, 440, 440, 440, 440, 598, 598, 598, 598, 571, 511, 511, 508, 509, 513, 507, 507, 510, 510, 510, 512, 593, 594, 594, 716, 669, 671, 671, 671, 671, 671, 699, 748, 748, 748, 748, 748, 799, 799, 748, 799, 799, 799, 672, 672, 799, 799, 748, 799, 722, 669, 674, 722, 669, 748, 748, 799, 748, 748, 748, 748, 748, 799, 748, 799, 799, 799, 799, 799, 799, 748, 799, 799, 799, 748, 671, 799, 748, 748, 748, 748, 799, 799, 748, 748, 799, 748, 799, 799, 669, 669, 748, 799, 799, 799, 799, 799, 799, 748, 799, 748, 775, 799, 799, 799, 799, 722, 671, 799, 799, 733, 767, 748, 767, 767, 768, 753, 753, 733]",KP18-no,162,255
37,140,"[52, 82, 52, 106, 52, 177, 104, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 104, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 177, 82, 177, 82, 82, 82, 177, 50, 6, 177, 177, 177, 82, 82, 76, 78, 77, 76, 76, 76, 76, 76, 511, 539, 571, 508, 513, 513, 507, 512, 507, 507, 507, 571, 512, 512, 573, 508, 656, 656, 656, 656, 656, 656, 598, 510, 516, 509, 508, 508, 511, 571, 511, 511, 510, 513, 513, 513, 513, 561, 570, 569, 570, 561, 513, 571, 513, 512, 512, 512, 527, 527, 571, 573, 656, 656, 656, 656, 573, 573, 613, 512, 598, 598, 598, 600, 600, 656, 512, 513, 513, 600, 656, 656, 656, 656, 656, 650, 613, 613, 656, 650, 644, 590, 598, 598]",KP19-no,65,142
38,146,"[16, 50, 82, 101, 175, 175, 175, 50, 101, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 82, 175, 175, 175, 175, 175, 175, 175, 51, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 74, 76, 76, 77, 76, 76, 76, 102, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 175, 74, 75, 175, 75, 75, 75, 75, 433, 371, 412, 366, 366, 360, 360, 360, 361, 360, 361, 361, 361, 361, 361, 493, 493, 440, 493, 493, 440, 447, 493, 493, 493, 493, 413, 412, 412, 493, 493, 413, 493, 493, 440, 361, 360, 440, 493, 361, 360, 493, 440, 447, 487, 413, 493, 361, 360, 362, 362, 409, 362, 362, 362, 412, 409, 493, 493, 493, 493, 493, 493, 413, 493, 448, 493, 412, 493, 493, 493, 493, 440, 447, 447, 447, 413, 493, 493, 493, 493, 493, 493, 493, 493, 493, 360, 361, 361, 361, 441, 440, 413, 447, 476, 441, 413, 447, 493, 493, 430, 430, 487, 487, 487, 433, 440, 440, 433, 435]",KP19-no,89,191
39,147,"[92, 5, 53, 108, 53, 178, 82, 82, 178, 53, 178, 53, 178, 178, 178, 53, 82, 82, 82, 82, 178, 178, 53, 82, 82, 82, 178, 178, 178, 178, 178, 178, 82, 82, 82, 82, 82, 82, 82, 50, 78, 78, 79, 79, 2, 2, 50, 6, 75, 15, 49, 3, 3, 4, 4, 0, 1, 1, 6, 5, 6, 178, 82, 82, 178, 82, 82, 82, 166, 75, 75, 74, 75, 75, 76, 82, 75, 74, 82, 75, 75, 82, 75, 433, 412, 360, 360, 362, 361, 359, 415, 440, 440, 440, 440, 440, 406, 453, 495, 440, 412, 364, 364, 364, 364, 364, 359, 365, 359, 365, 359, 381, 363, 362, 435, 436, 433, 434, 433, 440, 440, 598, 574, 571, 508, 513, 513, 508, 508, 509, 510, 511, 571, 512, 507, 507, 571, 555, 571, 592, 595, 595, 596, 593, 594, 595, 593, 594, 598, 593, 593, 594, 854, 806, 806, 806, 933, 882, 933, 933, 933, 882, 882, 938, 938, 882, 938, 882, 938, 938, 938, 938, 882, 882, 938, 938, 882, 882, 938, 882, 882, 882, 805, 805, 806, 806, 806, 801, 801, 853, 857, 851, 852, 851, 853, 857, 938, 938, 938, 854, 851, 882, 801, 801, 806, 853, 806, 857, 857, 892, 894, 894, 938, 938, 938, 938, 857, 938, 938, 882, 938, 938, 938, 854, 806, 806, 857, 857, 938, 938, 938, 883, 894, 857, 882, 882, 840, 806, 801, 801, 806]",KP19-no,187,241
40,148,"[82, 195, 195, 195, 82, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 82, 82, 82, 195, 195, 195, 195, 195, 195, 82, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 195, 82, 82, 82, 82, 82, 195, 195, 195, 195, 195, 82, 82, 79, 81, 79, 80, 80, 80, 82, 79, 79, 81, 79, 82, 195, 195, 195, 195, 195, 195, 195, 82, 82, 82, 195, 195, 50, 76, 76, 78, 77, 722, 722, 688, 670, 670, 674, 799, 799, 748, 799, 669, 669, 673, 673, 671, 671, 799, 799, 799, 799, 799, 669, 669, 748, 799, 799, 767, 767, 733, 669, 669, 722, 671, 671, 671, 669, 722, 722, 722, 799, 767, 799, 799, 733, 733, 799, 799, 799, 799, 748, 799, 707, 689, 690, 733, 733, 722, 669, 671, 748, 733, 733, 785, 767, 799, 799, 799, 753, 753, 722, 722, 671, 671, 669, 748, 669, 669, 722, 671, 753, 733, 753, 733]",KP19-no,98,167
